video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=aSqeWUuQSlM&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@TIME,TIME,Kobe Bryant: Los Angeles Lakers Star Gives A Free Lesson | TIME,11M,16 years,"Update: In 2023, TIME's Sean Gregory reflected on what it was like shooting this video with Kobe Bryant. Read that story here: ...",2026-01-22 06:55:43.860977
/watch?v=bEhDuk265Mo&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@HowardEliteBasketball,Howard Elite Basketball,The Perfect Shooting Form - How to shoot a basketball,3.5M,7 years,The Perfect Shooting Form - How to shoot a basketball This video will show you how to perfectly shoot a basketball. This video will ...,2026-01-22 06:55:43.864272
/watch?v=AueLd1-H1V8&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@jrnba,Jr. NBA Jr. WNBA,Jump Stop Shooting Drill,390K,9 years,Watch Jr. NBA Coach Jon Babul explain why a jump stop prior to shooting can be helpful.,2026-01-22 06:55:43.866397
/shorts/48v5FSNKgJU,/@PureSweat,Pure Sweat Basketball,1 Hour Basketball Shooting Workout with Drew Hanlen,25K,8 months,Lock in for 60 minutes and get this shooting workout in! Join the 10K Shot Club and get the full 10 week workout program ...,2026-01-22 06:55:43.868255
/watch?v=6_XRpEjzLNE&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@CoachAshworth,Coach Ashworth,Drive and Kick - Basketball Shooting Drill,380K,3 years,Drive and Kick is a shooting drill that can help your players: - Simulate game like situations - Throw the extra pass - Reflect ...,2026-01-22 06:55:53.163100
/watch?v=ukkRfmc4KnM&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ILB,ILoveBasketballTV,These Mistakes Are RUINING Your Jump Shot [EASY FIX],1.6M,1 year,"If you shoot the basketball and it goes to the left or the right most of the time, we have the perfect training for you today! Coach ...",2026-01-22 06:55:53.165294
/watch?v=csCp0LB1oWg&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ChampionshipProductions,Championship Productions,Dave Rice: Continuous Shooting Drill,382K,12 years,The Continuous Shooting drill will help you and your players get use to releasing shots quickly and making them when fatigue ...,2026-01-22 06:55:53.167756
/watch?v=QedKlIHFfac&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@BreakthroughBBall,BreakthroughBBall,🏀5 Off The Dribble Basketball Shooting Drills For Players,14K,9 months,GET YOUR FREE PDF! 3 SCORING CHAMP INDIVIDUAL WORKOUTS - https://bit.ly/4jtx2VB Want to become a scorer who can ...,2026-01-22 06:55:53.170919
/watch?v=2hY6fQmPJQ8&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@BreakthroughBBall,BreakthroughBBall,10 Best Basketball Form Shooting Drills You Need To Know,15K,8 months,GRAB YOUR FREE PDF - https://bit.ly/4lmkSj3 Flat arc. Slingshot release. Thumbing the ball. Shooting from your hip. Sound ...,2026-01-22 06:55:53.174023
/shorts/eRcXRkwKlRo,/@ILB,ILoveBasketballTV,How To Shoot Straighter WITHOUT Changing Your Form!,644K,5 months,... getting up two three 400 shots in a whole entire workout their wrist flick is firm and they're shooting the ball straight every single.,2026-01-22 06:55:53.176730
/watch?v=JorzxHVf_O0&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ILB,ILoveBasketballTV,Never-Before-Seen Shooting Drills For Insane Accuracy 🎯 MUST TRY!,25K,6 months,"In this video, Coach Meech from ILoveBasketballTV demonstrates 3 unconventional basketball shooting drills that are rarely ...",2026-01-22 06:55:53.179413
/watch?v=boMr4QDvgHI&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ShotMechanics,ShotMechanics,3 Shooting Drills Every Shooting Guard NEEDS: Basketball Shooting Drills,246K,8 years,3 Drills Every Shooting Guard NEEDS: Basketball Shooting Drills Free Shooting Challenge: http://bit.ly/2mkb0sJ In todays video I ...,2026-01-22 06:55:53.183962
/watch?v=ecPyYg53Rw8&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@BreakthroughBBall,BreakthroughBBall,🔥 5 Must-Know Catch & Shoot Drills! 🎯🏀| Best Basketball Shooting Drills For Players,35K,10 months,GET YOUR FREE PDF! 5 SHOOTING DRILLS TO MAKE MORE 3'S - https://bit.ly/3D70wZO Players - want more playing time?,2026-01-22 06:55:53.189729
/watch?v=Fs1nyMKGQCQ&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@BreakthroughBBall,BreakthroughBBall,3 Team Shooting Drills For Better Offense - Snap Shot Shooting,63K,1 year,"5 Team Shooting Drills - https://bit.ly/4cVQqqg These drills come from Team Shooting Drills With Nick LoGalbo - to learn more, ...",2026-01-22 06:55:53.192429
/watch?v=h3jTKvDoMYU&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ByAnyMeansBasketball,By Any Means Basketball,FULL Klay Thompson Shooting Workout // #AttentionToDetail🔬,239K,6 years,Get up 200 shots in less than an hour... This workout revolves around the qualities that make Klay Thompson (and many other ...,2026-01-22 06:55:53.202792
/shorts/SPYUVl2ecJc,/@TonyMillerCoach,Coach Tony Miller,Split Action Shooting Drill,84K,3 months,I like introducing offensive actions via basketball shooting drills. A pass into the post triggers split action on the wing. Follow for ...,2026-01-22 06:56:02.016828
/watch?v=TCrftY-63Fw&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ILB,ILoveBasketballTV,These Hacks Make you SHOOT the Basketball PERFECTLY ✅,151K,1 year,"Shooting the basketball and seeing it go to the right, left, short, or long every time is so frustrating! Coach Demetrius Balark is here ...",2026-01-22 06:56:02.017788
/watch?v=f3A5cy68wGU&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@HYPEBEAST,HYPEBEAST,JR Smith Shooting Drills & Workout with NBA Trainer Chris Brickley,2.4M,7 years,"For the past couple of summers, New York City's basketball scene has received yet another bump its worldwide allure thanks to ...",2026-01-22 06:56:02.018554
/watch?v=LDScIl0O1Ps&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ShotMechanics,ShotMechanics,5 Basketball Shooting Drills By Yourself: Basketball Shooting Drills,215K,8 years,5 Basketball Shooting Drills By Yourself: Basketball Shooting Drills Free Shooting Challenge: http://bit.ly/2mkb0sJ In today's video ...,2026-01-22 06:56:02.019637
/watch?v=1TBRGjU7dxk&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@BreakthroughBBall,BreakthroughBBall,Competitive Shooting Drill For Elite Players - The 2 and 2 Shooting Drill,18K,10 years,Coaches this drill right here is a great shooting drill we call it the two and two drill it's a two-minute two make type shooting drill ...,2026-01-22 06:56:02.020402
/watch?v=sAKYc_gVxmI&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@fastmodelsports,FastModel Sports,Shooting Drills for Youth Basketball | Square Up Shooting by George Karl,30K,10 years,Coach George Karl demonstrates the Square Up Shooting drill with his youth team. This drill highlights fundamental shooting ...,2026-01-22 06:56:02.021205
/watch?v=yXvjCDbFWTs&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V00gcJCYcKAYcqIYzv,/@ShotMechanics,ShotMechanics,Lane Slide Shooting: Basketball Shooting Drills,18K,10 years,http://www.shotmechanics.com/basketball-shooting-drills (SECRETS) http://instagram.com/shotmechanics ...,2026-01-22 06:56:02.021980
/watch?v=FREeNyOz4Jw&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ILB,ILoveBasketballTV,The Top 7 Basketball Shooting Drills 🏀  How To Shoot A Basketball Better!,278K,4 years,"In today's video, Coach Taylor Statham shows you Top 7 basketball shooting drills in 2021! You'll discover the 7 shooting drills ...",2026-01-22 06:56:02.023511
/watch?v=9zSwVPz-7XU&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V00gcJCYcKAYcqIYzv,/@ballislife,Ballislife,Steph Curry INSANE Shooting Drill & Workout! How The BEST Shooter EVER Trains!,1.2M,2 years,Steph Curry showing his workout routine and shooting drill during day 2 of his camp presented by Under Armour and the Curry ...,2026-01-22 06:56:02.024334
/watch?v=l8y6kAHPymE&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@ILB,ILoveBasketballTV,The World's Best 3 Point SHOOTING WORKOUT 🏀,57K,2 years,"In today's video, Coach Taylor Statham is showing you how to shoot a basketball with perfect accuracy by showing you the best ...",2026-01-22 06:56:02.025399
/watch?v=VXAr5YLKvaU&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@RevengeBasketball,Revenge Basketball,200 Shots Full Shooting Workout! 😱 (DO THIS EVERY DAY),165K,3 years,"3 Simple Secrets To Become A Better Shooter Easier and Faster: https://revengebasketball.com/youtube/ In today's video, Coach ...",2026-01-22 06:56:02.026515
/shorts/o-zL_u3Lfes,/@tjltraining,TJL Training,3 Weird Shooting Drills That ACTUALLY Work,19K,3 months,3 weird shooting drills that actually work to improve jump shot as a basketball player. If you want to fix your jump shot or just make ...,2026-01-22 06:56:02.027272
/watch?v=ImLdkaheVAY&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@yougotmojo,yougotmojo,10 Best Basketball Shooting Drills for Kids | Fun Youth Basketball Drills by MOJO,442K,4 years,"Like all youth basketball drills, youth basketball shooting drills should be simple and fun. The key with basketball drills for kids is ...",2026-01-22 06:56:02.028363
/watch?v=eHp60dkWmhU&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@GetHandles,Get Handles Basketball,Best Basketball Shooting Drills By Yourself - Better Tips How To Shoot Perfectly Like A Pro For Kids,33K,10 years,Best Basketball Shooting Drills By Yourself Better Tips How To Shoot Perfectly Like A Pro For Kids Slow Motion FREE ...,2026-01-22 06:56:02.029389
/shorts/OiXqDbhWHA4,/@GetHandles,Get Handles Basketball,How To Shoot A Basketball For Beginners ✅ Basketball Drills,190K,2 years,FREE Shooting Workout - https://gethandles.com/7swish The most innovative and complete shooting program in the world: ...,2026-01-22 06:56:02.030210
/watch?v=SEwAnxEcWFI&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@GQsports,GQ Sports,How an NBA Shooting Coach Perfects Jumpshots | The Assist | GQ Sports,1.3M,4 years,"NBA shooting coach Chris Matthews (@LethalShooter) has worked with everyone from Bobby Portis, Skylar Diggins-Smith and ...",2026-01-22 06:56:02.031299
/watch?v=-c1H8w5DYyc&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@94feetofgame,Phil Handy,MASTER Your Footwork and Jump Shot | NBA Workout w/ 2x NBA All-Star Isaiah Thomas,387K,1 year,Los Angeles Lakers Phil Handy works with 2x NBA All-Star Isaiah Thomas to break down different shooting and footwork drills to ...,2026-01-22 06:56:02.032019
/shorts/dqOlxbOU_jM,/@HoopStudy,HoopStudy,ONE ON ONE SHOOTING DRILL FOR YOUR PRESEASON WORK!!!!,10K,3 years,All i'm doing is sprinting into a one two one two and i'm ripping back opposite two dribble shot all right after you pass you have to ...,2026-01-22 06:56:02.032780
/shorts/TreEoYuayjA,/@DrDishBasketball,Dr. Dish Basketball,30-Minute Basketball Shooting Workout,27K,3 years,Hennen_Workouts has a great 30-minute shooting workout for our Dr. Dish Fam to try! Workout Breakdown 1️⃣ Catch and ...,2026-01-22 06:56:02.033525
/watch?v=7rUWB3rOZu8&pp=ygUbYmFza2V0YmFsbCBzaG9vdGluZyB3b3Jrb3V0,/@BreakthroughBBall,BreakthroughBBall,3 Easy Transition Shooting Drills for Your Basketball Team,498K,2 years,"In this video, you will learn 3 Transition Shooting Drills to help your basketball team get game-like shots at game speed.",2026-01-22 06:56:02.034669
